id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,license,o_width,o_height,dateupload,lastupdate,datetaken,datetakengranularity,datetakenunknown,ownername,iconserver,iconfarm,views,tags,machine_tags,originalsecret,originalformat,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,media,media_status,url_sq,height_sq,width_sq,url_t,height_t,width_t,url_s,height_s,width_s,url_m,height_m,width_m,url_z,height_z,width_z,url_l,height_l,width_l,url_o,height_o,width_o,url_c,height_c,width_c,url_q,height_q,width_q,url_n,height_n,width_n,url_k,height_k,width_k,url_h,height_h,width_h,pathalias,description_content
6107098874,35034347371@N01,11d6c512c2,6073,7,Revolver Coffee - 0902201114172,1,0,0,4,2248,4000,2011-09-02 12:29:14 -0700,2014-11-25 12:56:31 -0800,2011-09-02 17:39:10 UTC,0,0,roland,5485,6,1498,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",b01802d509,jpg,49.284247,-123.109514,16,0,tbxinbJTVLnbJ.sGmA,26332810,1,0,0,0,photo,ready,https://live.staticflickr.com/6073/6107098874_11d6c512c2_s.jpg,75,75,https://live.staticflickr.com/6073/6107098874_11d6c512c2_t.jpg,56,100,https://live.staticflickr.com/6073/6107098874_11d6c512c2_m.jpg,135,240,https://live.staticflickr.com/6073/6107098874_11d6c512c2.jpg,281,500,https://live.staticflickr.com/6073/6107098874_11d6c512c2_z.jpg,360,640,https://live.staticflickr.com/6073/6107098874_11d6c512c2_b.jpg,575,1024,https://live.staticflickr.com/6073/6107098874_b01802d509_o.jpg,4000,2248,https://live.staticflickr.com/6073/6107098874_11d6c512c2_c.jpg,450,800,https://live.staticflickr.com/6073/6107098874_11d6c512c2_q.jpg,150,150,https://live.staticflickr.com/6073/6107098874_11d6c512c2_n.jpg,180,320,https://live.staticflickr.com/6073/6107098874_dda6acf967_k.jpg,1151,2048,https://live.staticflickr.com/6073/6107098874_3c20007fb9_h.jpg,899,1600,roland,""
6107100910,35034347371@N01,d0d95386a7,6184,7,Revolver Coffee - 0902201114169,1,0,0,4,4000,2248,2011-09-02 12:30:05 -0700,2014-11-25 12:56:31 -0800,2011-09-02 17:33:30 UTC,0,0,roland,5485,6,510,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",8b2ee7f95f,jpg,49.283755,-123.109162,16,0,tbxinbJTVLnbJ.sGmA,26332810,1,0,0,0,photo,ready,https://live.staticflickr.com/6184/6107100910_d0d95386a7_s.jpg,75,75,https://live.staticflickr.com/6184/6107100910_d0d95386a7_t.jpg,56,100,https://live.staticflickr.com/6184/6107100910_d0d95386a7_m.jpg,135,240,https://live.staticflickr.com/6184/6107100910_d0d95386a7.jpg,281,500,https://live.staticflickr.com/6184/6107100910_d0d95386a7_z.jpg,360,640,https://live.staticflickr.com/6184/6107100910_d0d95386a7_b.jpg,575,1024,https://live.staticflickr.com/6184/6107100910_8b2ee7f95f_o.jpg,2248,4000,https://live.staticflickr.com/6184/6107100910_d0d95386a7_c.jpg,450,800,https://live.staticflickr.com/6184/6107100910_d0d95386a7_q.jpg,150,150,https://live.staticflickr.com/6184/6107100910_d0d95386a7_n.jpg,180,320,https://live.staticflickr.com/6184/6107100910_0232e071bb_k.jpg,1151,2048,https://live.staticflickr.com/6184/6107100910_c6f565d7bd_h.jpg,899,1600,roland,""
6106552925,35034347371@N01,cda0c079e4,6203,7,Revolver Coffee - 0902201114170,1,0,0,4,2248,4000,2011-09-02 12:29:45 -0700,2014-11-25 12:56:30 -0800,2011-09-02 17:37:55 UTC,0,0,roland,5485,6,1549,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",4fe66a03bd,jpg,0,0,0,0,,,,,,,photo,ready,https://live.staticflickr.com/6203/6106552925_cda0c079e4_s.jpg,75,75,https://live.staticflickr.com/6203/6106552925_cda0c079e4_t.jpg,100,56,https://live.staticflickr.com/6203/6106552925_cda0c079e4_m.jpg,240,135,https://live.staticflickr.com/6203/6106552925_cda0c079e4.jpg,500,281,https://live.staticflickr.com/6203/6106552925_cda0c079e4_z.jpg,640,360,https://live.staticflickr.com/6203/6106552925_cda0c079e4_b.jpg,1024,575,https://live.staticflickr.com/6203/6106552925_4fe66a03bd_o.jpg,4000,2248,https://live.staticflickr.com/6203/6106552925_cda0c079e4_c.jpg,800,450,https://live.staticflickr.com/6203/6106552925_cda0c079e4_q.jpg,150,150,https://live.staticflickr.com/6203/6106552925_cda0c079e4_n.jpg,320,180,https://live.staticflickr.com/6203/6106552925_927a89d324_k.jpg,2048,1151,https://live.staticflickr.com/6203/6106552925_d64d939ca9_h.jpg,1600,899,roland,""
6106550653,35034347371@N01,2328d65c23,6192,7,Revolver Coffee - 0902201114174,1,0,0,4,4000,2248,2011-09-02 12:28:47 -0700,2014-11-25 12:56:30 -0800,2011-09-02 17:39:46 UTC,0,0,roland,5485,6,294,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",4e26c47c00,jpg,49.283327,-123.109134,16,0,tbxinbJTVLnbJ.sGmA,26332810,1,0,0,0,photo,ready,https://live.staticflickr.com/6192/6106550653_2328d65c23_s.jpg,75,75,https://live.staticflickr.com/6192/6106550653_2328d65c23_t.jpg,56,100,https://live.staticflickr.com/6192/6106550653_2328d65c23_m.jpg,135,240,https://live.staticflickr.com/6192/6106550653_2328d65c23.jpg,281,500,https://live.staticflickr.com/6192/6106550653_2328d65c23_z.jpg,360,640,https://live.staticflickr.com/6192/6106550653_2328d65c23_b.jpg,575,1024,https://live.staticflickr.com/6192/6106550653_4e26c47c00_o.jpg,2248,4000,https://live.staticflickr.com/6192/6106550653_2328d65c23_c.jpg,450,800,https://live.staticflickr.com/6192/6106550653_2328d65c23_q.jpg,150,150,https://live.staticflickr.com/6192/6106550653_2328d65c23_n.jpg,180,320,https://live.staticflickr.com/6192/6106550653_8424fad338_k.jpg,1151,2048,https://live.staticflickr.com/6192/6106550653_6ac1771f7d_h.jpg,899,1600,roland,""
6106552315,35034347371@N01,08836d3fa6,6062,7,Revolver Coffee - 0902201114171,1,0,0,4,2248,4000,2011-09-02 12:29:30 -0700,2014-11-25 12:56:30 -0800,2011-09-02 17:39:02 UTC,0,0,roland,5485,6,381,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",15f9d0b591,jpg,49.284247,-123.109514,16,0,tbxinbJTVLnbJ.sGmA,26332810,1,0,0,0,photo,ready,https://live.staticflickr.com/6062/6106552315_08836d3fa6_s.jpg,75,75,https://live.staticflickr.com/6062/6106552315_08836d3fa6_t.jpg,56,100,https://live.staticflickr.com/6062/6106552315_08836d3fa6_m.jpg,135,240,https://live.staticflickr.com/6062/6106552315_08836d3fa6.jpg,281,500,https://live.staticflickr.com/6062/6106552315_08836d3fa6_z.jpg,360,640,https://live.staticflickr.com/6062/6106552315_08836d3fa6_b.jpg,575,1024,https://live.staticflickr.com/6062/6106552315_15f9d0b591_o.jpg,4000,2248,https://live.staticflickr.com/6062/6106552315_08836d3fa6_c.jpg,450,800,https://live.staticflickr.com/6062/6106552315_08836d3fa6_q.jpg,150,150,https://live.staticflickr.com/6062/6106552315_08836d3fa6_n.jpg,180,320,https://live.staticflickr.com/6062/6106552315_1a9209fa38_k.jpg,1151,2048,https://live.staticflickr.com/6062/6106552315_111aef4e92_h.jpg,899,1600,roland,""
6106551121,35034347371@N01,b4ac22f706,6073,7,Revolver Coffee - 0902201114173,1,0,0,4,4000,2248,2011-09-02 12:28:59 -0700,2014-11-25 12:56:30 -0800,2011-09-02 17:39:20 UTC,0,0,roland,5485,6,313,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",fb13b4bdee,jpg,49.283480,-123.109739,16,0,tbxinbJTVLnbJ.sGmA,26332810,1,0,0,0,photo,ready,https://live.staticflickr.com/6073/6106551121_b4ac22f706_s.jpg,75,75,https://live.staticflickr.com/6073/6106551121_b4ac22f706_t.jpg,56,100,https://live.staticflickr.com/6073/6106551121_b4ac22f706_m.jpg,135,240,https://live.staticflickr.com/6073/6106551121_b4ac22f706.jpg,281,500,https://live.staticflickr.com/6073/6106551121_b4ac22f706_z.jpg,360,640,https://live.staticflickr.com/6073/6106551121_b4ac22f706_b.jpg,575,1024,https://live.staticflickr.com/6073/6106551121_fb13b4bdee_o.jpg,2248,4000,https://live.staticflickr.com/6073/6106551121_b4ac22f706_c.jpg,450,800,https://live.staticflickr.com/6073/6106551121_b4ac22f706_q.jpg,150,150,https://live.staticflickr.com/6073/6106551121_b4ac22f706_n.jpg,180,320,https://live.staticflickr.com/6073/6106551121_5d32fdd9c0_k.jpg,1151,2048,https://live.staticflickr.com/6073/6106551121_695e015517_h.jpg,899,1600,roland,""
6107083880,35034347371@N01,d6b50b3f8e,6203,7,Revolver Coffee - 0902201114192,1,0,0,4,4000,2248,2011-09-02 12:23:18 -0700,2014-11-25 12:56:30 -0800,2011-09-02 17:48:51 UTC,0,0,roland,5485,6,245,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",daf3dba47e,jpg,0,0,0,0,,,,,,,photo,ready,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e_s.jpg,75,75,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e_t.jpg,56,100,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e_m.jpg,135,240,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e.jpg,281,500,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e_z.jpg,360,640,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e_b.jpg,575,1024,https://live.staticflickr.com/6203/6107083880_daf3dba47e_o.jpg,2248,4000,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e_c.jpg,450,800,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e_q.jpg,150,150,https://live.staticflickr.com/6203/6107083880_d6b50b3f8e_n.jpg,180,320,https://live.staticflickr.com/6203/6107083880_a5bfbb2d07_k.jpg,1151,2048,https://live.staticflickr.com/6203/6107083880_ca293fd3ef_h.jpg,899,1600,roland,""
6106536291,35034347371@N01,e09ba96134,6203,7,Revolver Coffee - 0902201114193,1,0,0,4,4000,2248,2011-09-02 12:23:06 -0700,2014-11-25 12:56:30 -0800,2011-09-02 17:49:35 UTC,0,0,roland,5485,6,201,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",652777ebbd,jpg,0,0,0,0,,,,,,,photo,ready,https://live.staticflickr.com/6203/6106536291_e09ba96134_s.jpg,75,75,https://live.staticflickr.com/6203/6106536291_e09ba96134_t.jpg,56,100,https://live.staticflickr.com/6203/6106536291_e09ba96134_m.jpg,135,240,https://live.staticflickr.com/6203/6106536291_e09ba96134.jpg,281,500,https://live.staticflickr.com/6203/6106536291_e09ba96134_z.jpg,360,640,https://live.staticflickr.com/6203/6106536291_e09ba96134_b.jpg,575,1024,https://live.staticflickr.com/6203/6106536291_652777ebbd_o.jpg,2248,4000,https://live.staticflickr.com/6203/6106536291_e09ba96134_c.jpg,450,800,https://live.staticflickr.com/6203/6106536291_e09ba96134_q.jpg,150,150,https://live.staticflickr.com/6203/6106536291_e09ba96134_n.jpg,180,320,https://live.staticflickr.com/6203/6106536291_dd3182d59f_k.jpg,1151,2048,https://live.staticflickr.com/6203/6106536291_e6414b960c_h.jpg,899,1600,roland,""
6107096028,35034347371@N01,156a7ab8f9,6061,7,Revolver Coffee - 0902201114177,1,0,0,4,4000,2248,2011-09-02 12:28:04 -0700,2014-11-25 12:56:31 -0800,2011-09-02 17:40:23 UTC,0,0,roland,5485,6,346,cameraphone coffee vancouver cafe rolandtanglaophoto revolver gastown cambie n8photo revolvercoffee,"",95d5e921d8,jpg,49.283897,-123.109250,16,0,tbxinbJTVLnbJ.sGmA,26332810,1,0,0,0,photo,ready,https://live.staticflickr.com/6061/6107096028_156a7ab8f9_s.jpg,75,75,https://live.staticflickr.com/6061/6107096028_156a7ab8f9_t.jpg,56,100,https://live.staticflickr.com/6061/6107096028_156a7ab8f9_m.jpg,135,240,https://live.staticflickr.com/6061/6107096028_156a7ab8f9.jpg,281,500,https://live.staticflickr.com/6061/6107096028_156a7ab8f9_z.jpg,360,640,https://live.staticflickr.com/6061/6107096028_156a7ab8f9_b.jpg,575,1024,https://live.staticflickr.com/6061/6107096028_95d5e921d8_o.jpg,2248,4000,https://live.staticflickr.com/6061/6107096028_156a7ab8f9_c.jpg,450,800,https://live.staticflickr.com/6061/6107096028_156a7ab8f9_q.jpg,150,150,https://live.staticflickr.com/6061/6107096028_156a7ab8f9_n.jpg,180,320,https://live.staticflickr.com/6061/6107096028_429d54353f_k.jpg,1151,2048,https://live.staticflickr.com/6061/6107096028_7d1b150ad8_h.jpg,899,1600,roland,""
6107085148,35034347371@N01,c02a2fbe46,6062,7,Revolver Coffee - 0902201114190,1,0,0,4,2248,4000,2011-09-02 12:23:45 -0700,2014-11-25 12:56:31 -0800,2011-09-02 17:47:59 UTC,0,0,roland,5485,6,318,cameraphone n8photo gastown rolandtanglaophoto vancouver revolver revolvercoffee cambie coffee cafe,"",a9a7fe664d,jpg,49.283297,-123.109414,16,0,tbxinbJTVLnbJ.sGmA,26332810,1,0,0,0,photo,ready,https://live.staticflickr.com/6062/6107085148_c02a2fbe46_s.jpg,75,75,https://live.staticflickr.com/6062/6107085148_c02a2fbe46_t.jpg,100,56,https://live.staticflickr.com/6062/6107085148_c02a2fbe46_m.jpg,240,135,https://live.staticflickr.com/6062/6107085148_c02a2fbe46.jpg,500,281,https://live.staticflickr.com/6062/6107085148_c02a2fbe46_z.jpg,640,360,https://live.staticflickr.com/6062/6107085148_c02a2fbe46_b.jpg,1024,575,https://live.staticflickr.com/6062/6107085148_a9a7fe664d_o.jpg,4000,2248,https://live.staticflickr.com/6062/6107085148_c02a2fbe46_c.jpg,800,450,https://live.staticflickr.com/6062/6107085148_c02a2fbe46_q.jpg,150,150,https://live.staticflickr.com/6062/6107085148_c02a2fbe46_n.jpg,320,180,https://live.staticflickr.com/6062/6107085148_8510d869ec_k.jpg,2048,1151,https://live.staticflickr.com/6062/6107085148_9ab3ccb3b7_h.jpg,1600,899,roland,""
